,Job_Id,Emp_Type,Job_Title,Company,Date_Posted,Salary_Range,Salary_Type,Year_Experience,Seniority,Category,Requirements
62,[b'MCF-2020-0071117'],"[b'Permanent, Full Time']",[b'Lead Data Scientist (Fintech)'],[b'MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD'],[b'Posted 25 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$8,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$10,000</span></div>']",[b'Monthly'],[b'7 years  exp'],[b'Manager'],"[b'Consulting, Information Technology, Sciences / Laboratory / R&amp;D']","['\nLead the development and validation of high-impact statistical and machine learning quantitative models used to enhance product features and solutions of real-world issues\nContribute to product design and architecture planning of major systems and features\nGuide and mentor a multi-disciplined Data Science and Data Engineering team to forge a research-oriented and collaborative culture through innovative technology implementation at scale\nWork in a fast-paced environment with tight deliverable timeframes and able to communicate effectively with multiple stakeholders\n, \nWorking experience in Singapore needed\n7 or more years of relevant work experience including at least 1 year of exposure to payments, banking or FinTech\nMinimum Masters or PhD, or equivalent experience in a quantitative field (Computer Science, Mathematics, Engineering, Artificial Intelligence, etc.)\nAdvanced knowledge of statistical and machine learning models: Logistic Regression, Support Vector Machines, random forests, XGBoost, Deep Learning models (CNNs/RNNs)\nProficient in scikit-learn in Python, Pandas, Hadoop, Spark, SQL, etc.\nProficiency in using Amazon Web Services\nProficiency in using Neo4J, OrientDB, AllegroGraph, JanusDB, etc.\nAdditional advantage with proficiency in Natural Language Processing\nAdditional advantage with proficiency in using Keras, TensorFlow, Caffe, Torch/PyTorch, Spark MLlib, or any other Deep Learning framework\nTrack record in leading data science projects and delivering from end to end.\n']"
63,[b'MCF-2020-0070960'],[b'Full Time'],[b'Senior Security Engineer - Security Monitoring &amp; Analytics'],[b'STANDARD CHARTERED BANK'],[b'Posted 25 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$11,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$18,000</span></div>']",[b'Monthly'],[b'8 years  exp'],[b'Professional'],"[b'Banking and Finance, Information Technology']",['']
64,[b'MCF-2020-0071364'],[b'Full Time'],[b'Research Associate (Natural Language Processing)'],[b'NANYANG TECHNOLOGICAL UNIVERSITY'],[b'Posted 25 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$3,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$5,300</span></div>']",[b'Monthly'],[b'1 year  exp'],[b'Professional'],[b'Sciences / Laboratory / R&amp;D'],"[""\nAlgorithmic development of natural language processing (NLP) techniques and algorithms to support learning analytics applications\nCollaborating with Research Fellow in algorithmic development\nGenerating top-tier research publications for journals and conferences for the dissemination of key results\nPerform and manage high-impact research\n, \nMaster's degree in Electrical/Electronics/Computer Engineering/Mathematics or in related area of NLP\nStrong development and engineering skills and experience with Deep Learning platforms (Tensorflow / Pytorch)\nFamiliar with problems associated with natural language processing and machine learning\n""]"
65,[b'JOB-2020-0000816'],[b'Full Time'],"[b'Software Engineer, Artificial Intelligence Platforms']",[b'GOVERNMENT TECHNOLOGY AGENCY'],[b'Posted 25 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$5,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$8,500</span></div>']",[b'Monthly'],[],[b'Middle Management'],"[b'Information Technology, Public / Civil Service']","['  Build prototypes to demonstrate technology opportunities   Design system architectures   Write production quality code, and   Manage deployments to cloud and (occasionally) on-premise infrastructure   Learn and share knowledge in a multi-disciplinary team  ,   Establish best practices   Share your expertise and mentor other engineers   Help with recruiting  ,   Rapid Prototyping - Instead of spending too much time debating ideas we prefer testing them. This identifies potential problems quickly, and more importantly, conveys what is possible to others easily.   Ownership - In addition to technical responsibilities, this means having opinions on what is being done and having ideas on what should be done next. Building something that you believe in is the best way to build something good.   Continuous Learning - Working on new ideas often means not fully understanding what you are working on. Taking time to learn new architectures, frameworks, technologies, and even languages is not just encouraged but essential.  ,   Have a demonstrated ability to build software   Can write code to solve abstract problems   Can talk and reason about code with other engineers   Have an interest in data science and machine learning   Take the initiative to make things happen   Want to work for the public good  ']"
66,[b'MCF-2020-0071636'],"[b'Permanent, Full Time']",[b'DevOps Engineer (Network)'],[b'FCS CAREERS PTE. LTD.'],[b'Posted 25 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$4,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$6,500</span></div>']",[b'Monthly'],[b'3 years  exp'],[b'Executive'],"[b'Information Technology, Telecommunications']","['\nDevelop applications and automation solutions for internal use;\nUnderstand operational processes in order to build automation use-cases;\nManage the process from prototype to production;\nEnsure that best practices are followed;\nTrack errors and troubleshoot for solutions;\nIdentify areas for improvement within the systems;\nProvide analysis for continuous technological improvement within the company.\n, \nDegree or Diploma in Computer Science, or related discipline;\nExcellent hands-on exposure to Python, PHP, JavaScript, RESTful APIs, JSON, YAML;\nWell-versed in Unix/Linux OS commands;\nFamiliarity with relational databases, SQL, and data structures;\nAble to work with an Agile development approach with a good understanding of SDLC;\nComfortable with CI/CD and working in a DevOps mindset;\nKnowledge in networking technologies such as TCP/IP, routing protocols, etc. would be an advantage;\nSome exposure to machine learning and processing of nearly real-time (NRT) data would be a plus;\nExcellent communication skills and proficiency in English;\nPossess strong sense of initiative and ability to work independently and deliver results.\n, \nAttractive remuneration and benefits;\nExciting and dynamic work environment.\n']"
67,[b'MCF-2020-0071567'],[b'Full Time'],[b'UI / UX Designer'],[b'YOJEE PTE. LTD.'],[b'Posted 25 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$4,800</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$6,000</span></div>']",[b'Monthly'],[b'3 years  exp'],[b'Executive'],[b'Information Technology'],"['\nWork on multi-platform UI and UX tasks according to the given standards and directions.\nBe responsible for creating and maintaining the companys style guide and UI patterns.\nCreate design assets for mobile and web applications that support cross-browser compatibility and UI responsiveness.\nDesign graphic user interface elements.\nMay be required to perform other related duties as required.\n, \n3-5 years of prior experience in Mobile and Web UI/UX design.\nExceptional visual design, user interface design and interaction design skills.\nStrong UX and problem-solving skills with a hunger to learn and grow in this area.\nProficiency with Sketch, Invision, Photoshop and other design and wireframing software.\nSolid skills for gathering and evaluating user requirements.\nAbility to prioritize, track, and complete multiple projects with exceptional attention to detail.\nSingaporeans and PRs are encouraged to apply for this position.\n']"
68,[b'MCF-2020-0071549'],[b'Full Time'],[b'Data Engineer'],[b'KINGFISHER RECRUITMENT (SINGAPORE) PTE. LTD.'],[b'Posted 25 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$3,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$5,000</span></div>']",[b'Monthly'],[b'2 years  exp'],[b'Junior Executive'],[b'Information Technology'],"['\nAt least 1 year of coding experience in Python, SQL or JavaScript.\xa0\nAt least 2 years of experience in Visualisation tools such as Tableau, QlikSense, PowerBI or similar applications.\nAt least 2 years in DWH techniques (data merging, cleansing, manipulating), dimensional modelling.\nAt least 2 years in developing Machine Learning models, rule-based models, development of DWH\n, \nExperience with Python backend Frameworks\nCompleted at least 1 medium scale data analytics project\xa0implementation\nFront-end development (HTML/ CSS/ JavaScript, JavaScript frameworks (e.g. angular), or visualization using libraries such as D3, Kibana, I2)\n']"
69,[b'MCF-2020-0071467'],[b'Permanent'],[b'Business Intelligence and Robotic Process Automation \xe2\x80\x93 Associate '],[b'ALLEGIS GROUP SINGAPORE PRIVATE LIMITED'],[b'Posted 25 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$9,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$16,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Senior Executive'],"[b'Banking and Finance, Information Technology']","['\nYou will be one of the founding members of the new innovation center. You will directly impact the process design and delivery of regional automation projects.\nYou will be leveraging data analytics and knowledge in statistics, machine learning, data science, process re-engineering to deliver business solutions.\nThe role sits in Operations division, which partners with all other divisions of the firm to provide sales & trading and asset management capabilities across offices regionally and globally.\n, \nGraduate or Undergraduate degree in Computer Science or Statistics\nExperience in Robotics Process Automation (Blueprism, Automation Anywhere, UiPath)\nProficient in different Business intelligence tools (Alteryx, Tableau, QlikSense, QlikView etc.)\nProficient in ETL and database development (Python, SQL, Java, R, C#, etc.)\nDriven, self-motivated with excellent project management skills\n']"
70,[b'MCF-2020-0071444'],[b'Permanent'],[b'Business Intelligence and Robotic Process Automation \xe2\x80\x93 Analyst '],[b'ALLEGIS GROUP SINGAPORE PRIVATE LIMITED'],[b'Posted 25 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$4,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$8,000</span></div>']",[b'Monthly'],[b'1 year  exp'],[b'Junior Executive'],"[b'Banking and Finance, Information Technology']","['\nYou will be one of the founding members of the new innovation center. You will directly impact the process design and delivery of regional automation projects.\nYou will be leveraging data analytics and knowledge in statistics, machine learning, data science, process re-engineering to deliver business solutions.\nThe role sits in Operations division, which partners with all other divisions of the firm to provide sales & trading and asset management capabilities across offices regionally and globally.\n, \nGraduate or Undergraduate degree in Computer Science or Statistics\nExperience in Robotics Process Automation (Blueprism, Automation Anywhere, UiPath)\nProficient in different Business intelligence tools (Alteryx, Tableau, QlikSense, QlikView etc.)\nProficient in ETL and database development (Python, SQL, Java, R, C#, etc.)\nDriven, self-motivated with excellent project management skills\n']"
71,[b'MCF-2020-0071428'],[b'Full Time'],[b'OCBC Graduate Talent Programme- Group Operations &amp; Technology'],[b'OVERSEA-CHINESE BANKING CORPORATION LIMITED'],[b'Posted 25 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$3,300</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$4,600</span></div>']",[b'Monthly'],[],[b'Fresh/entry level'],"[b'Banking and Finance, Information Technology']","['\nA good degree (preferably technology-related degree for those applying to Technology Track)\nStellar extra-curricular achievements; model leadership, and a penchant for problem-solving and new challenges\nLess than 2 years of working experience\nLeadership skills, with strong work ethics\nAnalytical, organized and meticulous\nAbility to multi task\nHighly motivated individual who can work independently as well as in a team in a fast paced environment\nExcellent communication and interpersonal skills\n']"
72,[b'MCF-2020-0071354'],[b'Full Time'],[b'Senior Lecturer'],[b'SINGAPORE UNIVERSITY OF SOCIAL SCIENCES'],[b'Posted 25 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$7,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$12,000</span></div>']",[b'Monthly'],[b'7 years  exp'],[b'Professional'],[b'Education and Training'],"[""\nPh.D. degree holder in a relevant discipline. Ph.D candidates nearing completion will also be considered.\nCandidate with teaching and/or working experience in the relevant area will have an added advantage.\nIn the area of Finance, candidates with a Chartered Financial Analyst (CFA) qualification or those in the area of Fintech, crytocurrency and digital banking will have an added advantage.\nIn the area of Accountancy, candidates with a Chartered Accountant of Singapore qualification (or equivalent professional qualification) and at least a Master's degree in a relevant area will also be considered.\nIn the area of Business Law, candidates with a Bachelor's degree in Law and at least 5 years of relevant working experience will also be considered.\n""]"
73,[b'MCF-2020-0071348'],[b'Full Time'],[b'Lecturer'],[b'SINGAPORE UNIVERSITY OF SOCIAL SCIENCES'],[b'Posted 25 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$5,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$10,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Professional'],[b'Education and Training'],"[""\nPh.D. degree holder in a relevant discipline. Ph.D candidates nearing completion will also be considered.\nCandidate with teaching and/or working experience in the relevant area will have an added advantage.\nIn the area of Finance, candidates with a Chartered Financial Analyst (CFA) qualification or those in the area of Fintech, crytocurrency and digital banking will have an added advantage.\nIn the area of Accountancy, candidates with a Chartered Accountant of Singapore qualification (or equivalent professional qualification) and at least a Master's degree in a relevant area will also be considered.\nIn the area of Business Law, candidates with a Bachelor's degree in Law and at least 5 years of relevant working experience will also be considered.\n""]"
74,[b'MCF-2020-0071302'],[b'Contract'],[b'Business / Data Analyst'],[b'COMTEL SOLUTIONS PTE LTD'],[b'Posted 25 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$6,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$9,000</span></div>']",[b'Monthly'],[b'6 years  exp'],[b'Professional'],[b'Information Technology'],"['\nDegree in Banking, Commerce or Information Systems-related field with at least 3 years’ relevant experience.\nAt least 2 years’ prior experience as business analyst and data analyst handling end to end delivery.\nExcellent people management skill.\nAble to understand and articulate business objectives, risk and dependencies.\nGood at defining and defending scope.\nExperience in wholesale banking / Credit risk projects preferred.\nProduct knowledge and prior experience on Wholesale / Corporate Banking, Loans, Trade and Treasury and Markets preferred.\nKnowledge of credit products, risk monitoring / control processes and credit processing systems of banks preferred.\nPrior experience with Data Analytics/ Machine Learning project/ application preferred.\nPrior experience working in AGILE methodology preferred\nPrior experience with MS Access, Excel, Java Scripts, R and Phyton\n']"
75,[b'MCF-2020-0071172'],[b'Permanent'],[b'Collections Manager'],[b'FACEBOOK SINGAPORE PTE. LTD.'],[b'Posted 25 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$10,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$15,000</span></div>']",[b'Monthly'],[b'10 years  exp'],[b'Professional'],[b'Banking and Finance'],"['\nLead the APAC Collections team in managing the day to day operations and drive process improvements\nDevelop and execute on strategic partner initiatives and build relationships with key agency customers in market\nEngineering for implementation and design of new systems and tools\nWork closely with regional outsourced vendors to ensure timely & efficient collections operations, drive key performance metrics and improvements in SLA\nPartner with the Facebook legal and tax team on the development and evolution of sales agreements and other terms & conditions\nOther transformation projects or initiatives in the collections area as dedicated\n, \nBachelor’s degree in accounting, business or equivalent subject matter\n10+ years of relevant experience managing APAC Collections operations and in a leadership role\nExperience with large, fast-growing, multi-national company\nProven ability in managing a diverse team, leadership experience in optimizing employee engagement, growth outlook, and passion for developing talent\nHighly collaborative team player with the ability to work with regional and global teams\nExperience working with systems & tools and demonstrated deployment of digital finance technologies such as analytics, machine learning, robotic process automation, etc\nStrong business acumen, stakeholder management skills, ability to negotiate effectively with internal business stakeholders and customers up to C-suite level\nExperience managing vendors/ working with BPO models\nAbility to operate in a fast-paced environment, as well as navigate through changes, ambiguity and highly-matrix structure\n']"
76,[b'MCF-2020-0071018'],[b'Permanent'],[b'Senior Solutions Consultant - Marketing &amp; Decisioning '],[b'PEGASYSTEMS PTE LTD'],[b'Posted 25 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$11,250</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$16,000</span></div>']",[b'Monthly'],[b'6 years  exp'],[b'Professional'],"[b'Consulting, Engineering, Information Technology, Marketing / Public Relations, Others']","[""\nRelated Bachelor's degree\n8 to 10+ years software \xa0\xa0\xa0industry experience\n8 to 10+ years \xa0\xa0\xa0Sales / Pre Sales experience\n3 to 5+ year’s experience with B2C MarTech solutions, for example Pega, Chordiant, Adobe, SAS Customer Intelligence, Salesforce Marketing Cloud, Unica or equivalent; alternatively, hands experience with operationalization and customer friendly monetization of data science and AI\nExperience in inbound, event based or real time marketing; or alternatively with responsible AI & Data Science in a customer marketing, sales or service context\nAbility to work as part of a team to solve problems in dynamic, creative environments\nDisplay initiative, self-motivation and high-quality results along with meeting all expectations for both internal and external customers\nPega or other equivalent technology experience/accreditation\n, \nWorked with sales personnel to develop customer-specific solutions to complex problems\nDelivered POCs and custom demonstrations and educated customers on product capabilities\n4-8 years of thought leadership in technology\n4-8 years of experience developing solutions and selling enterprise software solutions\n, \nA rapidly growing yet well-established business\nThe world’s most innovative organizations as reference-able clients\nAnalyst acclaimed technology leadership in a massive emerging market\nA fast-paced, exciting, \xa0\xa0collaborative, and rewarding sales environment within innovative industries\n""]"
77,[b'MCF-2020-0070956'],[b'Full Time'],[b'Lead Mechatronics Engineer'],[b'TERRA SOL PRIVATE LIMITED'],[b'Posted 25 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$4,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$6,500</span></div>']",[b'Monthly'],[b'3 years  exp'],[b'Middle Management'],[b'Engineering'],['']
78,[b'MCF-2020-0070846'],[b'Permanent'],[b'Data Analyst'],[b'SCIENTEC CONSULTING PTE. LTD.'],[b'Posted 25 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$4,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$5,500</span></div>']",[b'Monthly'],[b'4 years  exp'],[b'Executive'],[b'Information Technology'],['']
79,[b'MCF-2020-0070843'],[b'Permanent'],[b'Data Engineer'],[b'SCIENTEC CONSULTING PTE. LTD.'],[b'Posted 25 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$4,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$5,500</span></div>']",[b'Monthly'],[b'3 years  exp'],[b'Executive'],[b'Information Technology'],"[""\nDevelop, construct, test and maintain data architectures such as databases, data warehouses and large-scale data processing systems\nDesign and develop data \xa0pipelines/systems for data modelling, mining and production\nEnsure the data architecture is in place to support routine and ad-hoc requirements of data analytics team, stakeholders and the business\nLeverage on variety of programming languages and data crawling/processing tools to make raw data clean and highly available for use in descriptive and predictive modelling\nRecommend and implement ways to improve data quality, reliability, flexibility and efficiency\nDiscover opportunities for data \xa0acquisition from primary and secondary data sources\nEnsure data assets and data catalogs are organized and stored in an efficient way so that information is easy to access and retrieve\n, \nBachelor's or Master's degree in Computer Science, Computer Engineering or Information Systems\nAt least 5 years' working experience in data architecture, data warehousing and ETL/ELT\nAt least 3 years' working experience in AWS cloud environment, familiar with solutions such as EC2, S3, EMR, Redshift, Athena, Kinesis\nAdvanced programming knowledge in Java, Hadoop, Apache Spark, Scala, Hive, Pig\nHands-on experience in data crawling, data modeling, data lake formation and data warehouse construction\nHands-on experience in collecting and massaging structured/unstructured/semi-structured data\nProgramming knowledge in Python, R, SQL for data cleaning, processing and aggregation\nExperience in data pipeline design, implementation, ETL/ELT scheduling and performance optimization\nIn-depth knowledge in MPP, \xa0partition, parallel computing techniques\nAbility to build thorough algorithms \xa0and deploy machine learning & statistical models will be a plus\nExcellent verbal and written \xa0communications in English and Chinese\nExcellent time management skills\nTeam player\n""]"
80,[b'MCF-2020-0070586'],[b'Permanent'],[b'Senior Staff Data Scientist'],[b'SEAGATE SINGAPORE INTERNATIONAL HEADQUARTERS PTE. LTD.'],[b'Posted 24 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$7,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$14,000</span></div>']",[b'Monthly'],[b'7 years  exp'],[b'Professional'],"[b'Engineering, Manufacturing, Sciences / Laboratory / R&amp;D']","[""\nWork with business unit subject matter experts to identify, prioritize and answer important business questions through the development of innovative algorithms and visualizations using modern analytical techniques in\xa0Data\xa0Mining, Machine Learning and Statistics\nExecute Industry 4.0 and Prognostics and Health Management projects for Seagate's APAC Operations stakeholders\nTechnical lead of data science and manage analytics projects in the area of Deep Learning\nDevelop data mining algorithms, perform data wrangling and exploration\nDesign, develop and implement appropriate machine learning and deep learning algorithms to solve stakeholders' analytics challenges\nLeverage and/or develop innovative\xa0data\xa0mining and machine learning methods to solve novel and diverse business problems\nQuantify the effectiveness and value of innovations with subject matter experts\nProvide technical advice and coaching to the junior analytics staff\n, \nHighly proficient in Python, SQL, and R\nSolid technical knowledge in machine learning, deep learning, statistical algorithms, data mining and data structures\nHands-on knowledge in Keras, Tensorflow, XGBoost, CNN, GAN, RNN, and Time Series Analysis\nExperience and knowledge in full-stack software development. Knowledge in Hadoop, Spark. Ability to deploy data science solutions in cloud analytics infrastructure\nVersion control systems such as Git. Understanding of software development best practices\nDemonstrate Leadership skills – Ability to lead a team, mentor junior staff and close out technical projects\nTeamwork and self-motivated. Self-starter. Ability to drive initiatives and influence. Ability to work alone as well as in a team environment\nStrong oral and written communication skills. Strong business mindset, ability to condense complex analysis and technical concepts into clear and concise takeaways for business leaders\nA collaborative attitude and a global mindset with an ability to work well with native and non-native English speaker\nAble to participate in conference calls outside of regular local work hours\n, \nWorking experience: Industrial IoT Sensing & Devices, Predictive Maintenance, Prognostics & Health Management, and other Industry 4.0 areas. Knowledge in Time-series analysis\nThesis or research experience in topics related to predictive analytics such as\xa0data\xa0mining, pattern recognition, image processing,\xa0data-driven prognostics, fault diagnostics, time-series analysis, natural language processing, artificial intelligence, and machine learning\nProficiency in Java and JavaScript would be a plus\n""]"
81,[b'MCF-2020-0070226'],[b'Full Time'],[b'Assistant Professor of Information Systems (Tenure Track)'],[b'SINGAPORE MANAGEMENT UNIVERSITY'],[b'Posted 24 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$9,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$16,000</span></div>']",[b'Monthly'],[],[b'Professional'],[b'Education and Training'],['']
82,[b'MCF-2020-0070699'],[b'Full Time'],[b'Business Analyst '],[b'STAFFONDEMAND PTE. LTD.'],[b'Posted 24 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$4,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$7,000</span></div>']",[b'Monthly'],[b'3 years  exp'],[b'Executive'],[b'Information Technology'],"['\nPartner with Sales, Marketing and Product business units to understand their priorities on an ongoing basis\nWork with business, product and data engineering teams to plan, identify, collect and integrate data from multiple systems\nAutomate workflows for feature engineering and model updating\nDevelop machine learning models and perform statistical analysis to solve problems in the following domains: campaign planning, customer segmentation, acquisition and churn prevention, item recommendation, and marketing attribution\nPerform A/B testing and other advanced experiments to test your prototypes on marketing campaigns\nCommunicate with machine learning engineers to support the deployment of your prototypes across the company’s products\nCommunicate analytical findings and recommendations to senior management and business stakeholders, via a mix of scrum sessions, online dashboards and Powerpoint presentations\nDesign and architect the entire workflow of the algorithms that includes data inputs, outputs and database storage\nDevelop scalable algorithms to measure key performance metrics\nBuild scalable, efficient, and automated data processes to facilitate customer-facing reporting\n, \nBachelor or Masters in Statistics, Mathematics, Computer Science, Operations Research, Physics, Economics, Knowledge Engineering, Data Analytics, or a related quantitative field\nFamiliarity with consumer marketing, and with relevant industry experience in retail,consumer goods, ecommerce, technology, or consumer banking/insurance\nSolid understanding of statistical analysis, machine learning and experimental design\nProficiency in R/Python is preferred. SQL or equivalent query languages in tools like Hive is must\nExperience interfacing with cloud platforms like AWS Redshift is an advantage\nWorking knowledge of BI and visualization tools like Tableau/Qlik/Power BI\nTeam player who is able to build strong partnerships and collaborations with the business\nExperience communicating complex data and insight to business audience\nCreative problem solving skills, to identify pain points, conceptualize solution while balance complexity and effort in process and technology changes\nHands on experience with development of end-to-end data analytics solutions including data exploration/crawling, model building and performance evaluation\n']"
83,[b'MCF-2020-0070394'],"[b'Contract, Full Time']",[b'IT - Data Science Analyst '],[b'NTT DATA SINGAPORE PTE. LTD.'],[b'Posted 24 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$5,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$8,500</span></div>']",[b'Monthly'],[b'1 year  exp'],[b'Executive'],[b'Information Technology'],"['\nA university degree or higher in Statistics/ Data Science/ Computing/Engineering, with a strong background in statistical concepts\nA good understanding of data analysis and machine learning, NLP concepts\n, \nPython, Pyspark, Spark SQL/mysql\nHadoop eco-system (Hive, HDFS, Pig etc.)\nEnd to end data science workflow, starting from data extraction, wrangling, modelling and deployment in production environment\nFamiliarity with Linux based operating system\nKnowledge of software development life cycle preferred\nExperience creating real time and rich data visualizations that involves large datasets\nExperience manipulating structured and unstructured data sources for analysis\n']"
84,[b'MCF-2020-0070552'],[b'Permanent'],[b'Senior Data Scientist '],[b'SEAGATE SINGAPORE INTERNATIONAL HEADQUARTERS PTE. LTD.'],[b'Posted 24 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$5,800</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$12,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Senior Executive'],"[b'Engineering, Manufacturing, Sciences / Laboratory / R&amp;D, Others']","[""\nFocus on Seagate advanced analytics projects related to Image Analytics\nDevelop data mining algorithms, perform data wrangling and exploration\nDesign, develop and implement appropriate machine learning and deep learning algorithms to solve stakeholders' analytics challenges\nDeliver advanced analytics solutions: web crawling, natural language processing, text analytics, visualization, and dashboard creation.\nApply CNN, GAN, RNN, Time Series Analysis, XGBoost, Keras, Tensorflow to provide predictive analytics solutions and extract actionable insights\n, \nIndustry-proven knowledge using Python and C/C++ C#, or equivalent languages\n\nHands on application with Python, OpenCV, Numpy, Matplotlib, etc\nOutstanding technical problem solving and debugging ability\n\nSelf-motivated to learn and execute with attention to detail in documentation and execution\n\nAbility to handle technical and design ambiguity\n\nTeamwork and self-motivated\nFast learning capability\n\nEffective oral and written communication skills\n\nSelf-starter, ability to drive initiatives and influence\n\nAbility to work alone as well as in a team environment\n\nA collaborative attitude and a global mindset with an ability to work well with native and non-native English speakers\n\nAble to participate in conference calls outside of regular local work hours\n\nOutstanding technical problem solving and debugging ability\n\nSelf-motivated to learn and execute with attention to detail in documentation and execution\n\nAbility to handle technical and design ambiguity\n\n, \nRelated intern and or industry background working on computer vision/image processing projects\nWorking with distributed software project management tools such as those in Azure DevOps:\n\nPlanning & Execution Management (Kanban Boards, Scrum Sprints)\n\nVersion Control (Git)\n\nDocumentation (Wiki, Sphinx)\n\nAutomated Test/Continuous Integration (Pipelines, Jenkins, *CI, or similar)\n\nAdded advantage in the following areas -\n\nMachine Learning\n\nGPU or similar parallel programming architecture optimizations\n\nUI frameworks\n\nDevOps / Infrastructure\n\nSoftware test methodologies or QA\n\n""]"
